time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2020-03-09,8.53,22.68,25.51,45.21,16.48,22.02,47.47,11.00818181818182,6.88,8.92,3.48,7.71,45.96,31.51,39.73,67.62,5.66,9.95,5.84,11.7,10.18,6.68,35.19,57.92,4.96,90.67,119.0,67.81,8.8,27.5
2020-03-10,8.57,23.8,25.11,45.21,16.71,22.02,46.68,10.910909090909092,6.83,9.0,3.31,7.57,43.54,30.39,37.25,68.0,5.24,9.95,5.78,11.5,10.18,6.68,34.75,56.37,4.77,88.18,114.5,67.35,8.88,26.95
2020-03-11,8.43,22.49,24.83,44.0,16.68,22.23,46.81,10.813636363636364,6.66,9.02,3.35,7.55,43.13,30.23,37.08,68.04,5.19,9.95,5.86,11.5,10.16,6.68,34.97,56.59,4.77,87.11,114.5,69.46,8.85,26.4
2020-03-12,7.94,19.96,21.52,39.13,14.95,20.87,40.1,10.716363636363637,6.19,8.19,3.14,6.82,40.42,26.01,33.11,68.0,5.38,9.95,5.18,10.25,8.97,6.49,31.75,55.63,4.52,82.05,106.0,67.15,7.81,24.95
2020-03-13,7.77,19.58,20.95,36.52,14.95,21.17,38.52,10.61909090909091,6.01,8.15,3.06,6.93,40.42,27.52,31.45,65.06,5.28,9.95,5.08,10.55,8.99,6.49,31.75,53.05,4.41,82.22,101.0,66.55,7.73,24.3
2020-03-14,7.746666666666666,19.613333333333333,20.806666666666665,36.230000000000004,14.87,21.12666666666667,38.89333333333334,10.521818181818182,5.97,8.17,3.06,6.8533333333333335,40.38,26.793333333333333,31.506666666666668,64.63666666666667,5.233333333333333,9.95,5.0633333333333335,10.533333333333333,8.943333333333333,6.496666666666667,31.46,53.00333333333333,4.38,82.22,100.66666666666667,66.24333333333333,7.640000000000001,24.366666666666667
2020-03-15,7.723333333333334,19.646666666666665,20.663333333333334,35.94,14.790000000000001,21.083333333333332,39.266666666666666,10.424545454545456,5.93,8.190000000000001,3.06,6.776666666666666,40.339999999999996,26.066666666666666,31.563333333333333,64.21333333333334,5.1866666666666665,9.95,5.046666666666667,10.516666666666667,8.896666666666667,6.503333333333333,31.169999999999998,52.95666666666666,4.3500000000000005,82.22,100.33333333333333,65.93666666666667,7.55,24.433333333333334
2020-03-16,7.7,19.68,20.52,35.65,14.71,21.04,39.64,10.327272727272728,5.89,8.21,3.06,6.7,40.3,25.34,31.62,63.79,5.14,9.95,5.03,10.5,8.85,6.51,30.88,52.91,4.32,82.22,100.0,65.63,7.46,24.5
2020-03-17,7.39,20.52,19.35,34.78,14.15,20.53,39.44,10.23,5.78,7.99,3.01,6.47,40.06,24.96,32.57,63.79,5.28,9.95,5.25,10.2,8.7,6.68,29.36,52.61,4.21,82.05,101.7,63.77,7.27,22.7
2020-03-18,7.46,20.24,20.26,34.95,14.38,20.79,39.5,10.23,5.62,8.32,3.01,6.57,40.22,25.76,34.85,62.04,5.61,9.95,5.32,10.4,8.83,6.78,30.75,51.8,4.24,80.0,102.0,64.7,7.33,22.3
2020-03-19,7.36,18.93,19.52,33.74,13.75,20.36,37.2,9.16,5.38,8.07,2.97,6.35,39.81,24.86,34.6,58.69,5.56,9.95,5.14,9.96,8.63,6.78,29.88,51.06,4.19,78.85,100.0,62.19,7.04,22.0
2020-03-20,8.01,19.3,19.43,32.87,13.68,20.43,38.25,8.89,5.35,7.99,2.93,6.31,39.81,24.7,34.35,55.71,5.61,9.95,5.19,9.92,8.49,6.97,28.84,50.48,4.13,78.85,103.0,60.4,7.16,21.9
2020-03-21,7.803333333333333,18.676666666666666,19.023333333333333,32.056666666666665,13.346666666666666,20.24,37.79,8.486666666666666,5.239999999999999,7.8100000000000005,2.9,6.22,39.81,24.466666666666665,33.82666666666667,54.93,5.61,9.95,5.11,9.78,8.406666666666666,6.97,27.706666666666667,48.88333333333333,4.11,75.76666666666667,102.0,59.916666666666664,7.03,21.083333333333332
2020-03-22,7.596666666666667,18.053333333333335,18.616666666666667,31.243333333333332,13.013333333333334,20.05,37.33,8.083333333333334,5.13,7.63,2.87,6.13,39.81,24.233333333333334,33.303333333333335,54.15,5.61,9.95,5.03,9.64,8.323333333333334,6.97,26.573333333333334,47.28666666666666,4.09,72.68333333333332,101.0,59.43333333333334,6.8999999999999995,20.266666666666666
2020-03-23,7.39,17.43,18.21,30.43,12.68,19.86,36.87,7.68,5.02,7.45,2.84,6.04,39.81,24.0,32.78,53.37,5.61,9.95,4.95,9.5,8.24,6.97,25.44,45.69,4.07,69.6,100.0,58.95,6.77,19.45
2020-03-24,6.87,17.15,18.24,30.04,12.48,19.05,37.13,7.91,5.05,7.18,2.63,5.81,39.73,22.97,31.37,50.95,5.61,9.95,4.81,9.17,8.0,6.99,25.4,43.03,3.77,66.67,98.0,58.42,6.76,18.0
2020-03-25,7.18,16.87,19.09,32.13,13.04,19.65,39.57,8.09,5.1,7.39,2.76,6.06,40.22,23.36,33.19,52.31,5.94,9.95,4.93,9.26,8.1,6.99,26.97,43.55,4.05,68.0,99.5,60.93,6.87,18.9
2020-03-26,7.12,17.24,19.52,34.34,13.08,19.41,39.77,8.0,5.1,7.28,2.72,6.02,39.81,23.13,33.94,53.84,5.98,9.95,4.9,9.11,8.05,6.97,28.14,46.42,4.05,72.71,97.1,62.85,6.76,20.2
2020-03-27,6.94,16.87,19.26,35.47,12.74,18.8,38.91,8.0,4.99,7.03,2.63,5.87,41.27,21.12,32.78,56.26,5.89,9.95,4.82,8.75,7.86,6.52,28.66,45.24,3.91,77.69,96.9,63.05,6.59,20.4
